Planet,Mission,Mission Type,Rotation,Item,Droprate,Droprate Category
Sedna,Berehynia ,(Interception),B,Axi L2 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),B,Axi A4 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),B,Axi C3 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),B,Axi K4 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),B,Axi O4 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),C,Axi E2 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),C,Axi L2 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),C,Axi A4 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),C,Axi C3 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),C,Axi K4 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),C,Axi O4 Relic,16.67,Uncommon
Sedna,Berehynia ,(Interception),A,2000 Credits Cache,14.29,Uncommon
Sedna,Berehynia ,(Interception),A,2500 Credits Cache,14.29,Uncommon
Sedna,Berehynia ,(Interception),A,50 Endo,14.29,Uncommon
Sedna,Berehynia ,(Interception),A,80 Endo,14.29,Uncommon
Sedna,Berehynia ,(Interception),A,Steady Hands,14.29,Uncommon
Sedna,Berehynia ,(Interception),A,Stabilizer,14.29,Uncommon
Sedna,Berehynia ,(Interception),A,Power Throw,14.29,Uncommon
Sedna,Berehynia ,(Interception),B,Neo S7 Relic,2.51,Rare
Sedna,Berehynia ,(Interception),B,Neo M1 Relic,2.51,Rare
Sedna,Berehynia ,(Interception),B,Meso T1 Relic,11.06,Uncommon
Sedna,Berehynia ,(Interception),B,Meso Z1 Relic,11.06,Uncommon
Sedna,Berehynia ,(Interception),B,Meso B2 Relic,11.06,Uncommon
Sedna,Berehynia ,(Interception),B,Neo L1 Relic,2.51,Rare
Sedna,Berehynia ,(Interception),B,Neo N8 Relic,2.51,Rare
Sedna,Berehynia ,(Interception),B,Neo B5 Relic,2.51,Rare
Sedna,Berehynia ,(Interception),B,Meso S8 Relic,11.06,Uncommon
Sedna,Berehynia ,(Interception),B,Neo K2 Relic,2.51,Rare
Sedna,Berehynia ,(Interception),C,4000 Credits Cache,6.45,Rare
Sedna,Berehynia ,(Interception),C,5000 Credits Cache,6.45,Rare
Sedna,Berehynia ,(Interception),C,Power Throw,6.45,Rare
Sedna,Berehynia ,(Interception),C,Stretch,6.45,Rare
Sedna,Berehynia ,(Interception),C,Hell's Chamber,6.45,Rare
Sedna,Berehynia ,(Interception),C,Scorch,6.45,Rare
Sedna,Berehynia ,(Interception),C,Thermite Rounds,6.45,Rare
Sedna,Berehynia ,(Interception),C,Frostbite,7.52,Rare
Sedna,Berehynia ,(Interception),C,Frigid Blast,6.45,Rare
Sedna,Berehynia ,(Interception),C,Arrow Mutation,6.45,Rare
Sedna,Berehynia ,(Interception),C,Sniper Ammo Mutation,6.45,Rare
Sedna,Berehynia ,(Interception),C,Shotgun Ammo Mutation,6.45,Rare
Sedna,Berehynia ,(Interception),C,Covert Lethality,6.45,Rare
Sedna,Berehynia ,(Interception),C,Ivara Neuroptics Blueprint,7.52,Rare
Sedna,Berehynia ,(Interception),C,Ivara Blueprint,7.52,Rare
Sedna,Selkie ,(Survival),A,2000 Credits Cache,25,Uncommon
Sedna,Selkie ,(Survival),A,2500 Credits Cache,25,Uncommon
Sedna,Selkie ,(Survival),A,3000 Credits Cache,25,Uncommon
Sedna,Selkie ,(Survival),A,400 Endo,25,Uncommon
Sedna,Selkie ,(Survival),B,Neo S7 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo M1 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo L1 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo N8 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Steel Fiber,5.88,Rare
Sedna,Selkie ,(Survival),B,Stretch,5.88,Rare
Sedna,Selkie ,(Survival),B,Serration,5.88,Rare
Sedna,Selkie ,(Survival),B,Hell's Chamber,5.88,Rare
Sedna,Selkie ,(Survival),B,Hornet Strike,5.88,Rare
Sedna,Selkie ,(Survival),B,Flow,5.88,Rare
Sedna,Selkie ,(Survival),B,Split Chamber,5.88,Rare
Sedna,Selkie ,(Survival),B,Stabilizer,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo B5 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo K2 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo G1 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo A2 Relic,5.88,Rare
Sedna,Selkie ,(Survival),B,Neo H2 Relic,5.88,Rare
Sedna,Selkie ,(Survival),C,Axi E2 Relic,12.91,Uncommon
Sedna,Selkie ,(Survival),C,Cleanse Infested,3.76,Rare
Sedna,Selkie ,(Survival),C,Pistol Ammo Mutation,3.76,Rare
Sedna,Selkie ,(Survival),C,Arrow Mutation,3.76,Rare
Sedna,Selkie ,(Survival),C,Rifle Ammo Mutation,3.76,Rare
Sedna,Selkie ,(Survival),C,Sniper Ammo Mutation,3.76,Rare
Sedna,Selkie ,(Survival),C,Shotgun Ammo Mutation,3.76,Rare
Sedna,Selkie ,(Survival),C,Axi L2 Relic,12.91,Uncommon
Sedna,Selkie ,(Survival),C,Axi A4 Relic,12.91,Uncommon
Sedna,Selkie ,(Survival),C,Axi C3 Relic,12.91,Uncommon
Sedna,Selkie ,(Survival),C,Axi K4 Relic,12.91,Uncommon
Sedna,Selkie ,(Survival),C,Axi O4 Relic,12.91,Uncommon
Sedna,Selkie ,(Survival),A,4000 Credits Cache,38.72,Common
Sedna,Selkie ,(Survival),A,5000 Credits Cache,38.72,Common
Sedna,Selkie ,(Survival),A,2X 5000 Credits Cache,22.56,Uncommon
Sedna,Selkie ,(Survival),B,75 Endo,12.65,Uncommon
Sedna,Selkie ,(Survival),B,150 Endo,12.65,Uncommon
Sedna,Selkie ,(Survival),B,80 Endo,12.65,Uncommon
Sedna,Selkie ,(Survival),B,400X Circuits,12.65,Uncommon
Sedna,Selkie ,(Survival),B,400X Rubedo,12.65,Uncommon
Sedna,Selkie ,(Survival),B,300X Plastids,12.65,Uncommon
Sedna,Selkie ,(Survival),B,240 Endo,11.06,Uncommon
Sedna,Selkie ,(Survival),B,400 Endo,11.06,Uncommon
Sedna,Selkie ,(Survival),B,640 Endo,2.01,Rare
Sedna,Selkie ,(Survival),C,80 Endo,12.58,Uncommon
Sedna,Selkie ,(Survival),C,150 Endo,12.58,Uncommon
Sedna,Selkie ,(Survival),C,Orokin Cell,12.58,Uncommon
Sedna,Selkie ,(Survival),C,Gallium,12.58,Uncommon
Sedna,Selkie ,(Survival),C,Neurodes,12.58,Uncommon
Sedna,Selkie ,(Survival),C,240 Endo,12.58,Uncommon
Sedna,Selkie ,(Survival),C,400 Endo,3.67,Rare
Sedna,Selkie ,(Survival),C,2X Orokin Cell,3.67,Rare
Sedna,Selkie ,(Survival),C,2X Gallium,3.67,Rare
Sedna,Selkie ,(Survival),C,2X Neurodes,3.67,Rare
Sedna,Selkie ,(Survival),C,Argon Crystal,3.67,Rare
Sedna,Selkie ,(Survival),C,Tellurium,3.67,Rare
Sedna,Selkie ,(Survival),C,Nitain Extract,2,Rare
Sedna,Selkie ,(Survival),C,Xiphos Avionics Blueprint,0.5,Legendary
Sedna,Kelpie ,(Caches),A,4000 Credits Cache,38.72,Common
Sedna,Kelpie ,(Caches),A,5000 Credits Cache,38.72,Common
Sedna,Kelpie ,(Caches),A,2X 5000 Credits Cache,22.56,Uncommon
Sedna,Kelpie ,(Caches),B,75 Endo,12.65,Uncommon
Sedna,Kelpie ,(Caches),B,150 Endo,12.65,Uncommon
Sedna,Kelpie ,(Caches),B,80 Endo,12.65,Uncommon
Sedna,Kelpie ,(Caches),B,400X Circuits,12.65,Uncommon
Sedna,Kelpie ,(Caches),B,400X Rubedo,12.65,Uncommon
Sedna,Kelpie ,(Caches),B,300X Plastids,12.65,Uncommon
Sedna,Kelpie ,(Caches),B,240 Endo,11.06,Uncommon
Sedna,Kelpie ,(Caches),B,400 Endo,11.06,Uncommon
Sedna,Kelpie ,(Caches),B,640 Endo,2.01,Rare
Sedna,Kelpie ,(Caches),C,80 Endo,12.58,Uncommon
Sedna,Kelpie ,(Caches),C,150 Endo,12.58,Uncommon
Sedna,Kelpie ,(Caches),C,Orokin Cell,12.58,Uncommon
Sedna,Kelpie ,(Caches),C,Gallium,12.58,Uncommon
Sedna,Kelpie ,(Caches),C,Neurodes,12.58,Uncommon
Sedna,Kelpie ,(Caches),C,240 Endo,12.58,Uncommon
Sedna,Kelpie ,(Caches),C,400 Endo,3.67,Rare
Sedna,Kelpie ,(Caches),C,2X Orokin Cell,3.67,Rare
Sedna,Kelpie ,(Caches),C,2X Gallium,3.67,Rare
Sedna,Kelpie ,(Caches),C,2X Neurodes,3.67,Rare
Sedna,Kelpie ,(Caches),C,Argon Crystal,3.67,Rare
Sedna,Kelpie ,(Caches),C,Tellurium,3.67,Rare
Sedna,Kelpie ,(Caches),C,Nitain Extract,2,Rare
Sedna,Kelpie ,(Caches),C,Xiphos Avionics Blueprint,0.5,Legendary
Sedna,Naga ,(Rescue),A,Phase Specter Blueprint,100,Very Common
Sedna,Naga ,(Rescue),B,Force Specter Blueprint,100,Very Common
Sedna,Naga ,(Rescue),C,Cosmic Specter Blueprint,100,Very Common
Sedna,Yam ,(Arena),,5000 Credits Cache,75.5,Very Common
Sedna,Yam ,(Arena),,240 Endo,22,Uncommon
Sedna,Yam ,(Arena),,Forma Blueprint,0.5,Legendary
Sedna,Yam ,(Arena),,Crimson Dervish,0.5,Legendary
Sedna,Yam ,(Arena),,Astral Twilight,0.5,Legendary
Sedna,Yam ,(Arena),,Blind Justice,0.5,Legendary
Sedna,Yam ,(Arena),,Tempo Royale,0.25,Legendary
Sedna,Yam ,(Arena),,Vengeful Revenant,0.25,Legendary
Sedna,Merrow ,(Assassination),,Saryn Neuroptics Blueprint,38.72,Common
Sedna,Merrow ,(Assassination),,Saryn Chassis Blueprint,38.72,Common
Sedna,Merrow ,(Assassination),,Saryn Systems Blueprint,22.56,Uncommon
Sedna,Hydron ,(Defense),A,Vitality,8.33,Rare
Sedna,Hydron ,(Defense),A,Magazine Warp,8.33,Rare
Sedna,Hydron ,(Defense),A,Trick Mag,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo S7 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo M1 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo L1 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo N8 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo B5 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo K2 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo G1 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo A2 Relic,8.33,Rare
Sedna,Hydron ,(Defense),A,Neo H2 Relic,8.33,Rare
Sedna,Hydron ,(Defense),B,Axi E2 Relic,7.14,Rare
Sedna,Hydron ,(Defense),B,Hornet Strike,7.14,Rare
Sedna,Hydron ,(Defense),B,Reflex Coil,7.14,Rare
Sedna,Hydron ,(Defense),B,Deep Freeze,7.14,Rare
Sedna,Hydron ,(Defense),B,North Wind,7.14,Rare
Sedna,Hydron ,(Defense),B,Hell's Chamber,7.14,Rare
Sedna,Hydron ,(Defense),B,Streamline,7.14,Rare
Sedna,Hydron ,(Defense),B,Shocking Touch,7.14,Rare
Sedna,Hydron ,(Defense),B,50 Endo,7.14,Rare
Sedna,Hydron ,(Defense),B,Axi L2 Relic,7.14,Rare
Sedna,Hydron ,(Defense),B,Axi A4 Relic,7.14,Rare
Sedna,Hydron ,(Defense),B,Axi C3 Relic,7.14,Rare
Sedna,Hydron ,(Defense),B,Axi K4 Relic,7.14,Rare
Sedna,Hydron ,(Defense),B,Axi O4 Relic,7.14,Rare
Sedna,Hydron ,(Defense),C,Vital Sense,2.26,Rare
Sedna,Hydron ,(Defense),C,Metal Auger,2.26,Rare
Sedna,Hydron ,(Defense),C,Ravage,2.26,Rare
Sedna,Hydron ,(Defense),C,Stretch,2.26,Rare
Sedna,Hydron ,(Defense),C,Handspring,2.26,Rare
Sedna,Hydron ,(Defense),C,Convulsion,2.26,Rare
Sedna,Hydron ,(Defense),C,Split Chamber,2.26,Rare
Sedna,Hydron ,(Defense),C,Continuity,2.26,Rare
Sedna,Hydron ,(Defense),C,Master Thief,2.26,Rare
Sedna,Hydron ,(Defense),C,80 Endo,2.26,Rare
Sedna,Hydron ,(Defense),C,Axi E2 Relic,12.91,Uncommon
Sedna,Hydron ,(Defense),C,Axi L2 Relic,12.91,Uncommon
Sedna,Hydron ,(Defense),C,Axi A4 Relic,12.91,Uncommon
Sedna,Hydron ,(Defense),C,Axi C3 Relic,12.91,Uncommon
Sedna,Hydron ,(Defense),C,Axi K4 Relic,12.91,Uncommon
Sedna,Hydron ,(Defense),C,Axi O4 Relic,12.91,Uncommon
Sedna,Hydron ,(Defense),A,2000 Credits Cache,25,Uncommon
Sedna,Hydron ,(Defense),A,2500 Credits Cache,25,Uncommon
Sedna,Hydron ,(Defense),A,3000 Credits Cache,25,Uncommon
Sedna,Hydron ,(Defense),A,400 Endo,25,Uncommon
Sedna,Hydron ,(Defense),B,Neo S7 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo M1 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo L1 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo N8 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Steel Fiber,5.88,Rare
Sedna,Hydron ,(Defense),B,Stretch,5.88,Rare
Sedna,Hydron ,(Defense),B,Serration,5.88,Rare
Sedna,Hydron ,(Defense),B,Hell's Chamber,5.88,Rare
Sedna,Hydron ,(Defense),B,Hornet Strike,5.88,Rare
Sedna,Hydron ,(Defense),B,Flow,5.88,Rare
Sedna,Hydron ,(Defense),B,Split Chamber,5.88,Rare
Sedna,Hydron ,(Defense),B,Stabilizer,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo B5 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo K2 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo G1 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo A2 Relic,5.88,Rare
Sedna,Hydron ,(Defense),B,Neo H2 Relic,5.88,Rare
Sedna,Hydron ,(Defense),C,Cleanse Infested,3.76,Rare
Sedna,Hydron ,(Defense),C,Pistol Ammo Mutation,3.76,Rare
Sedna,Hydron ,(Defense),C,Arrow Mutation,3.76,Rare
Sedna,Hydron ,(Defense),C,Rifle Ammo Mutation,3.76,Rare
Sedna,Hydron ,(Defense),C,Sniper Ammo Mutation,3.76,Rare
Sedna,Hydron ,(Defense),C,Shotgun Ammo Mutation,3.76,Rare
Sedna,Amarna ,(Survival),A,2000 Credits Cache,25,Uncommon
Sedna,Amarna ,(Survival),A,2500 Credits Cache,25,Uncommon
Sedna,Amarna ,(Survival),A,3000 Credits Cache,25,Uncommon
Sedna,Amarna ,(Survival),A,400 Endo,25,Uncommon
Sedna,Amarna ,(Survival),B,Neo S7 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo M1 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo L1 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo N8 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Steel Fiber,5.88,Rare
Sedna,Amarna ,(Survival),B,Stretch,5.88,Rare
Sedna,Amarna ,(Survival),B,Serration,5.88,Rare
Sedna,Amarna ,(Survival),B,Hell's Chamber,5.88,Rare
Sedna,Amarna ,(Survival),B,Hornet Strike,5.88,Rare
Sedna,Amarna ,(Survival),B,Flow,5.88,Rare
Sedna,Amarna ,(Survival),B,Split Chamber,5.88,Rare
Sedna,Amarna ,(Survival),B,Stabilizer,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo B5 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo K2 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo G1 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo A2 Relic,5.88,Rare
Sedna,Amarna ,(Survival),B,Neo H2 Relic,5.88,Rare
Sedna,Amarna ,(Survival),C,Axi E2 Relic,12.91,Uncommon
Sedna,Amarna ,(Survival),C,Enduring Strike,11.28,Uncommon
Sedna,Amarna ,(Survival),C,Life Strike,11.28,Uncommon
Sedna,Amarna ,(Survival),C,Axi L2 Relic,12.91,Uncommon
Sedna,Amarna ,(Survival),C,Axi A4 Relic,12.91,Uncommon
Sedna,Amarna ,(Survival),C,Axi C3 Relic,12.91,Uncommon
Sedna,Amarna ,(Survival),C,Axi K4 Relic,12.91,Uncommon
Sedna,Amarna ,(Survival),C,Axi O4 Relic,12.91,Uncommon
Sedna,Amarna ,(Survival),A,Vapor Specter Blueprint,100,Very Common
Sedna,Amarna ,(Survival),B,Phase Specter Blueprint,100,Very Common
Sedna,Amarna ,(Survival),C,Force Specter Blueprint,100,Very Common
Sedna,Sangeru ,(Defense),A,Vitality,6.9,Rare
Sedna,Sangeru ,(Defense),A,Fast Deflection,6.9,Rare
Sedna,Sangeru ,(Defense),A,Rush,7.37,Rare
Sedna,Sangeru ,(Defense),A,Magazine Warp,6.9,Rare
Sedna,Sangeru ,(Defense),A,Trick Mag,6.9,Rare
Sedna,Sangeru ,(Defense),A,Pressure Point,1.01,Ultra Rare
Sedna,Sangeru ,(Defense),A,Ammo Drum,7.37,Rare
Sedna,Sangeru ,(Defense),A,Fast Hands,7.37,Rare
Sedna,Sangeru ,(Defense),A,True Punishment,1.01,Ultra Rare
Sedna,Sangeru ,(Defense),A,Lith H2 Relic,6.9,Rare
Sedna,Sangeru ,(Defense),A,Lith P1 Relic,6.9,Rare
Sedna,Sangeru ,(Defense),A,Lith O1 Relic,6.9,Rare
Sedna,Sangeru ,(Defense),A,Lith Z2 Relic,6.9,Rare
Sedna,Sangeru ,(Defense),A,Lith C3 Relic,6.9,Rare
Sedna,Sangeru ,(Defense),A,Lith B5 Relic,6.9,Rare
Sedna,Sangeru ,(Defense),B,Speed Trigger,8.43,Rare
Sedna,Sangeru ,(Defense),B,Fast Hands,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Point Strike,8.43,Rare
Sedna,Sangeru ,(Defense),B,Vital Sense,8.43,Rare
Sedna,Sangeru ,(Defense),B,Piercing Hit,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Metal Auger,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Pistol Gambit,8.43,Rare
Sedna,Sangeru ,(Defense),B,Target Cracker,8.43,Rare
Sedna,Sangeru ,(Defense),B,No Return,8.43,Rare
Sedna,Sangeru ,(Defense),B,Ravage,8.43,Rare
Sedna,Sangeru ,(Defense),B,Blunderbuss,8.43,Rare
Sedna,Sangeru ,(Defense),B,Point Blank,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Serration,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Hornet Strike,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Fury,0.67,Legendary
Sedna,Sangeru ,(Defense),B,Reflex Coil,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Pressure Point,8.43,Rare
Sedna,Sangeru ,(Defense),B,True Punishment,0.67,Legendary
Sedna,Sangeru ,(Defense),B,Quickening,0.67,Legendary
Sedna,Sangeru ,(Defense),B,Meso T1 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Meso Z1 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Meso B2 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Meso S8 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Meso T3 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Meso D3 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),B,Meso R1 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Hellfire,7.59,Rare
Sedna,Sangeru ,(Defense),C,Heated Charge,7.59,Rare
Sedna,Sangeru ,(Defense),C,Molten Impact,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Barrel Diffusion,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Streamline,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Intensify,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo S7 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Thunderbolt,0.4,Legendary
Sedna,Sangeru ,(Defense),C,50 Endo,7.59,Rare
Sedna,Sangeru ,(Defense),C,80 Endo,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo M1 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,True Punishment,0.4,Legendary
Sedna,Sangeru ,(Defense),C,Quickening,0.4,Legendary
Sedna,Sangeru ,(Defense),C,Enduring Strike,0.4,Legendary
Sedna,Sangeru ,(Defense),C,Life Strike,0.4,Legendary
Sedna,Sangeru ,(Defense),C,Meso T1 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Meso Z1 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Meso B2 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Neo L1 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo N8 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo B5 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Meso S8 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Meso T3 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Meso D3 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Meso R1 Relic,7.59,Rare
Sedna,Sangeru ,(Defense),C,Neo K2 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo G1 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo A2 Relic,1.58,Ultra Rare
Sedna,Sangeru ,(Defense),C,Neo H2 Relic,1.58,Ultra Rare
Europa,Abaddon ,(Capture),,Vitality,10.84,Uncommon
Europa,Abaddon ,(Capture),,Fast Deflection,10.84,Uncommon
Europa,Abaddon ,(Capture),,Rush,11.06,Uncommon
Europa,Abaddon ,(Capture),,Magazine Warp,10.84,Uncommon
Europa,Abaddon ,(Capture),,Trick Mag,10.84,Uncommon
Europa,Abaddon ,(Capture),,Pressure Point,0.34,Legendary
Europa,Abaddon ,(Capture),,Ammo Drum,11.06,Uncommon
Europa,Abaddon ,(Capture),,Fast Hands,10.84,Uncommon
Europa,Abaddon ,(Capture),,Quickdraw,10.84,Uncommon
Europa,Abaddon ,(Capture),,Health Restore (Large),10.84,Uncommon
Europa,Abaddon ,(Capture),,Omni Ammo Box,0.34,Legendary
Europa,Abaddon ,(Capture),,North Wind,0.34,Legendary
Europa,Abaddon ,(Capture),,Shocking Touch,0.34,Legendary
Europa,Abaddon ,(Capture),,Molten Impact,0.34,Legendary
Europa,Abaddon ,(Capture),,Stretch,0.34,Legendary
Europa,Abaddon ,(Capture),,Polar Magazine,38.72,Common
Europa,Abaddon ,(Capture),,Superior Defenses,38.72,Common
Europa,Abaddon ,(Capture),,Meteor Crash,3.76,Rare
Europa,Abaddon ,(Capture),,Nebula Bore,3.76,Rare
Europa,Abaddon ,(Capture),,Astral Slash,3.76,Rare
Europa,Abaddon ,(Capture),,Comet Blast,3.76,Rare
Europa,Abaddon ,(Capture),,Quasar Drill,3.76,Rare
Europa,Abaddon ,(Capture),,Zodiac Shred,3.76,Rare
Europa,Abaddon ,(Capture),A,Vapor Specter Blueprint,100,Very Common
Europa,Abaddon ,(Capture),B,Phase Specter Blueprint,100,Very Common
Europa,Abaddon ,(Capture),C,Force Specter Blueprint,100,Very Common
Europa,Abaddon ,(Capture),A,1500 Credits Cache,16.67,Uncommon
Europa,Abaddon ,(Capture),A,2000 Credits Cache,16.67,Uncommon
Europa,Abaddon ,(Capture),A,2500 Credits Cache,16.67,Uncommon
Europa,Abaddon ,(Capture),A,15 Endo,16.67,Uncommon
Europa,Abaddon ,(Capture),A,50 Endo,16.67,Uncommon
Europa,Abaddon ,(Capture),A,80 Endo,16.67,Uncommon
Europa,Abaddon ,(Capture),B,Provoked,7.14,Rare
Europa,Abaddon ,(Capture),B,Steel Fiber,7.14,Rare
Europa,Abaddon ,(Capture),B,Serration,7.14,Rare
Europa,Abaddon ,(Capture),B,Hornet Strike,7.14,Rare
Europa,Abaddon ,(Capture),B,Fast Deflection,7.14,Rare
Europa,Abaddon ,(Capture),B,Charged Shell,7.14,Rare
Europa,Abaddon ,(Capture),B,Vital Sense,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso T1 Relic,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso Z1 Relic,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso B2 Relic,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso S8 Relic,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso T3 Relic,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso D3 Relic,7.14,Rare
Europa,Abaddon ,(Capture),B,Meso R1 Relic,7.14,Rare
Europa,Abaddon ,(Capture),C,Neo S7 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Neo M1 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Cleanse Corpus,3.76,Rare
Europa,Abaddon ,(Capture),C,Pistol Ammo Mutation,3.76,Rare
Europa,Abaddon ,(Capture),C,Arrow Mutation,3.76,Rare
Europa,Abaddon ,(Capture),C,Rifle Ammo Mutation,3.76,Rare
Europa,Abaddon ,(Capture),C,Sniper Ammo Mutation,3.76,Rare
Europa,Abaddon ,(Capture),C,Shotgun Ammo Mutation,3.76,Rare
Europa,Abaddon ,(Capture),C,Neo H2 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Neo L1 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Neo N8 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Neo K2 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Neo G1 Relic,8.6,Rare
Europa,Abaddon ,(Capture),C,Neo A2 Relic,8.6,Rare
Europa,Naamah ,(Assassination),,Nova Neuroptics Blueprint,38.72,Common
Europa,Naamah ,(Assassination),,Nova Chassis Blueprint,38.72,Common
Europa,Naamah ,(Assassination),,Nova Systems Blueprint,22.56,Uncommon
Europa,Valefor ,(Excavation),A,1500 Credits Cache,16.67,Uncommon
Europa,Valefor ,(Excavation),A,2000 Credits Cache,16.67,Uncommon
Europa,Valefor ,(Excavation),A,2500 Credits Cache,16.67,Uncommon
Europa,Valefor ,(Excavation),A,15 Endo,16.67,Uncommon
Europa,Valefor ,(Excavation),A,50 Endo,16.67,Uncommon
Europa,Valefor ,(Excavation),A,80 Endo,16.67,Uncommon
Europa,Valefor ,(Excavation),B,Provoked,7.14,Rare
Europa,Valefor ,(Excavation),B,Steel Fiber,7.14,Rare
Europa,Valefor ,(Excavation),B,Serration,7.14,Rare
Europa,Valefor ,(Excavation),B,Hornet Strike,7.14,Rare
Europa,Valefor ,(Excavation),B,Fast Deflection,7.14,Rare
Europa,Valefor ,(Excavation),B,Charged Shell,7.14,Rare
Europa,Valefor ,(Excavation),B,Vital Sense,7.14,Rare
Europa,Valefor ,(Excavation),B,Meso T1 Relic,7.14,Rare
Europa,Valefor ,(Excavation),B,Meso Z1 Relic,7.14,Rare
