LongName,RelicTier,Relic,Tier,Item,Droprate,Droprate Category
Neo H1 Relic (Flawless),Neo,H1,Flawless,Orthos Prime Handle,20.00,Uncommon
Neo H1 Relic (Flawless),Neo,H1,Flawless,Fragor Prime Head,20.00,Uncommon
Neo H1 Relic (Flawless),Neo,H1,Flawless,Burston Prime Receiver,20.00,Uncommon
Neo H1 Relic (Radiant),Neo,H1,Radiant,Hydroid Prime Systems Blueprint,10.00,Uncommon
Neo H1 Relic (Radiant),Neo,H1,Radiant,Banshee Prime Blueprint,20.00,Uncommon
Neo H1 Relic (Radiant),Neo,H1,Radiant,Tigris Prime Barrel,20.00,Uncommon
Neo H1 Relic (Radiant),Neo,H1,Radiant,Orthos Prime Handle,16.67,Uncommon
Neo H1 Relic (Radiant),Neo,H1,Radiant,Fragor Prime Head,16.67,Uncommon
Neo H1 Relic (Radiant),Neo,H1,Radiant,Burston Prime Receiver,16.67,Uncommon
Neo H2 Relic,Neo,H2,Intact,Hydroid Prime Systems Blueprint,2.00,Rare
Neo H2 Relic,Neo,H2,Intact,Rubico Prime Barrel,11.00,Uncommon
Neo H2 Relic,Neo,H2,Intact,Ballistica Prime Receiver,11.00,Uncommon
Neo H2 Relic,Neo,H2,Intact,Euphona Prime Blueprint,25.33,Uncommon
Neo H2 Relic,Neo,H2,Intact,Burston Prime Stock,25.33,Uncommon
Neo H2 Relic,Neo,H2,Intact,Fang Prime Blueprint,25.33,Uncommon
Neo H2 Relic (Exceptional),Neo,H2,Exceptional,Hydroid Prime Systems Blueprint,4.00,Rare
Neo H2 Relic (Exceptional),Neo,H2,Exceptional,Rubico Prime Barrel,13.00,Uncommon
Neo H2 Relic (Exceptional),Neo,H2,Exceptional,Ballistica Prime Receiver,13.00,Uncommon
Neo H2 Relic (Exceptional),Neo,H2,Exceptional,Euphona Prime Blueprint,23.33,Uncommon
Neo H2 Relic (Exceptional),Neo,H2,Exceptional,Burston Prime Stock,23.33,Uncommon
Neo H2 Relic (Exceptional),Neo,H2,Exceptional,Fang Prime Blueprint,23.33,Uncommon
Neo H2 Relic (Flawless),Neo,H2,Flawless,Hydroid Prime Systems Blueprint,6.00,Rare
Neo H2 Relic (Flawless),Neo,H2,Flawless,Rubico Prime Barrel,17.00,Uncommon
Neo H2 Relic (Flawless),Neo,H2,Flawless,Ballistica Prime Receiver,17.00,Uncommon
Neo H2 Relic (Flawless),Neo,H2,Flawless,Euphona Prime Blueprint,20.00,Uncommon
Neo H2 Relic (Flawless),Neo,H2,Flawless,Burston Prime Stock,20.00,Uncommon
Neo H2 Relic (Flawless),Neo,H2,Flawless,Fang Prime Blueprint,20.00,Uncommon
Neo H2 Relic (Radiant),Neo,H2,Radiant,Hydroid Prime Systems Blueprint,10.00,Uncommon
Neo H2 Relic (Radiant),Neo,H2,Radiant,Rubico Prime Barrel,20.00,Uncommon
Neo H2 Relic (Radiant),Neo,H2,Radiant,Ballistica Prime Receiver,20.00,Uncommon
Neo H2 Relic (Radiant),Neo,H2,Radiant,Euphona Prime Blueprint,16.67,Uncommon
Neo H2 Relic (Radiant),Neo,H2,Radiant,Burston Prime Stock,16.67,Uncommon
Neo H2 Relic (Radiant),Neo,H2,Radiant,Fang Prime Blueprint,16.67,Uncommon
Neo K1 Relic,Neo,K1,Intact,Kogake Prime Gauntlet,2.00,Rare
Neo K1 Relic,Neo,K1,Intact,Zephyr Prime Chassis Blueprint,11.00,Uncommon
Neo K1 Relic,Neo,K1,Intact,Helios Prime Blueprint,11.00,Uncommon
Neo K1 Relic,Neo,K1,Intact,Valkyr Prime Blueprint,25.33,Uncommon
Neo K1 Relic,Neo,K1,Intact,Silva & Aegis Prime Hilt,25.33,Uncommon
Neo K1 Relic,Neo,K1,Intact,Euphona Prime Blueprint,25.33,Uncommon
Neo K1 Relic (Exceptional),Neo,K1,Exceptional,Kogake Prime Gauntlet,4.00,Rare
Neo K1 Relic (Exceptional),Neo,K1,Exceptional,Zephyr Prime Chassis Blueprint,13.00,Uncommon
Neo K1 Relic (Exceptional),Neo,K1,Exceptional,Helios Prime Blueprint,13.00,Uncommon
Neo K1 Relic (Exceptional),Neo,K1,Exceptional,Valkyr Prime Blueprint,23.33,Uncommon
Neo K1 Relic (Exceptional),Neo,K1,Exceptional,Silva & Aegis Prime Hilt,23.33,Uncommon
Neo K1 Relic (Exceptional),Neo,K1,Exceptional,Euphona Prime Blueprint,23.33,Uncommon
Neo K1 Relic (Flawless),Neo,K1,Flawless,Kogake Prime Gauntlet,6.00,Rare
Neo K1 Relic (Flawless),Neo,K1,Flawless,Zephyr Prime Chassis Blueprint,17.00,Uncommon
Neo K1 Relic (Flawless),Neo,K1,Flawless,Helios Prime Blueprint,17.00,Uncommon
Neo K1 Relic (Flawless),Neo,K1,Flawless,Valkyr Prime Blueprint,20.00,Uncommon
Neo K1 Relic (Flawless),Neo,K1,Flawless,Silva & Aegis Prime Hilt,20.00,Uncommon
Neo K1 Relic (Flawless),Neo,K1,Flawless,Euphona Prime Blueprint,20.00,Uncommon
Neo K1 Relic (Radiant),Neo,K1,Radiant,Kogake Prime Gauntlet,10.00,Uncommon
Neo K1 Relic (Radiant),Neo,K1,Radiant,Zephyr Prime Chassis Blueprint,20.00,Uncommon
Neo K1 Relic (Radiant),Neo,K1,Radiant,Helios Prime Blueprint,20.00,Uncommon
Neo K1 Relic (Radiant),Neo,K1,Radiant,Valkyr Prime Blueprint,16.67,Uncommon
Neo K1 Relic (Radiant),Neo,K1,Radiant,Silva & Aegis Prime Hilt,16.67,Uncommon
Neo K1 Relic (Radiant),Neo,K1,Radiant,Euphona Prime Blueprint,16.67,Uncommon
Neo K2 Relic,Neo,K2,Intact,Kogake Prime Gauntlet,2.00,Rare
Neo K2 Relic,Neo,K2,Intact,Mirage Prime Systems Blueprint,11.00,Uncommon
Neo K2 Relic,Neo,K2,Intact,Akbolto Prime Link,11.00,Uncommon
Neo K2 Relic,Neo,K2,Intact,Chroma Prime Blueprint,25.33,Uncommon
Neo K2 Relic,Neo,K2,Intact,Braton Prime Barrel,25.33,Uncommon
Neo K2 Relic,Neo,K2,Intact,Banshee Prime Neuroptics Blueprint,25.33,Uncommon
Neo K2 Relic (Exceptional),Neo,K2,Exceptional,Kogake Prime Gauntlet,4.00,Rare
Neo K2 Relic (Exceptional),Neo,K2,Exceptional,Mirage Prime Systems Blueprint,13.00,Uncommon
Neo K2 Relic (Exceptional),Neo,K2,Exceptional,Akbolto Prime Link,13.00,Uncommon
Neo K2 Relic (Exceptional),Neo,K2,Exceptional,Chroma Prime Blueprint,23.33,Uncommon
Neo K2 Relic (Exceptional),Neo,K2,Exceptional,Braton Prime Barrel,23.33,Uncommon
Neo K2 Relic (Exceptional),Neo,K2,Exceptional,Banshee Prime Neuroptics Blueprint,23.33,Uncommon
Neo K2 Relic (Flawless),Neo,K2,Flawless,Kogake Prime Gauntlet,6.00,Rare
Neo K2 Relic (Flawless),Neo,K2,Flawless,Mirage Prime Systems Blueprint,17.00,Uncommon
Neo K2 Relic (Flawless),Neo,K2,Flawless,Akbolto Prime Link,17.00,Uncommon
Neo K2 Relic (Flawless),Neo,K2,Flawless,Chroma Prime Blueprint,20.00,Uncommon
Neo K2 Relic (Flawless),Neo,K2,Flawless,Braton Prime Barrel,20.00,Uncommon
Neo K2 Relic (Flawless),Neo,K2,Flawless,Banshee Prime Neuroptics Blueprint,20.00,Uncommon
Neo K2 Relic (Radiant),Neo,K2,Radiant,Kogake Prime Gauntlet,10.00,Uncommon
Neo K2 Relic (Radiant),Neo,K2,Radiant,Mirage Prime Systems Blueprint,20.00,Uncommon
Neo K2 Relic (Radiant),Neo,K2,Radiant,Akbolto Prime Link,20.00,Uncommon
Neo K2 Relic (Radiant),Neo,K2,Radiant,Chroma Prime Blueprint,16.67,Uncommon
Neo K2 Relic (Radiant),Neo,K2,Radiant,Braton Prime Barrel,16.67,Uncommon
Neo K2 Relic (Radiant),Neo,K2,Radiant,Banshee Prime Neuroptics Blueprint,16.67,Uncommon
Neo L1 Relic,Neo,L1,Intact,Limbo Prime Chassis Blueprint,2.00,Rare
Neo L1 Relic,Neo,L1,Intact,Silva & Aegis Prime Blade,11.00,Uncommon
Neo L1 Relic,Neo,L1,Intact,Ballistica Prime Receiver,11.00,Uncommon
Neo L1 Relic,Neo,L1,Intact,Mirage Prime Chassis Blueprint,25.33,Uncommon
Neo L1 Relic,Neo,L1,Intact,Euphona Prime Blueprint,25.33,Uncommon
Neo L1 Relic,Neo,L1,Intact,Kronen Prime Blueprint,25.33,Uncommon
Neo L1 Relic (Exceptional),Neo,L1,Exceptional,Limbo Prime Chassis Blueprint,4.00,Rare
Neo L1 Relic (Exceptional),Neo,L1,Exceptional,Silva & Aegis Prime Blade,13.00,Uncommon
Neo L1 Relic (Exceptional),Neo,L1,Exceptional,Ballistica Prime Receiver,13.00,Uncommon
Neo L1 Relic (Exceptional),Neo,L1,Exceptional,Mirage Prime Chassis Blueprint,23.33,Uncommon
Neo L1 Relic (Exceptional),Neo,L1,Exceptional,Euphona Prime Blueprint,23.33,Uncommon
Neo L1 Relic (Exceptional),Neo,L1,Exceptional,Kronen Prime Blueprint,23.33,Uncommon
Neo L1 Relic (Flawless),Neo,L1,Flawless,Limbo Prime Chassis Blueprint,6.00,Rare
Neo L1 Relic (Flawless),Neo,L1,Flawless,Silva & Aegis Prime Blade,17.00,Uncommon
Neo L1 Relic (Flawless),Neo,L1,Flawless,Ballistica Prime Receiver,17.00,Uncommon
Neo L1 Relic (Flawless),Neo,L1,Flawless,Mirage Prime Chassis Blueprint,20.00,Uncommon
Neo L1 Relic (Flawless),Neo,L1,Flawless,Euphona Prime Blueprint,20.00,Uncommon
Neo L1 Relic (Flawless),Neo,L1,Flawless,Kronen Prime Blueprint,20.00,Uncommon
Neo L1 Relic (Radiant),Neo,L1,Radiant,Limbo Prime Chassis Blueprint,10.00,Uncommon
Neo L1 Relic (Radiant),Neo,L1,Radiant,Silva & Aegis Prime Blade,20.00,Uncommon
Neo L1 Relic (Radiant),Neo,L1,Radiant,Ballistica Prime Receiver,20.00,Uncommon
Neo L1 Relic (Radiant),Neo,L1,Radiant,Mirage Prime Chassis Blueprint,16.67,Uncommon
Neo L1 Relic (Radiant),Neo,L1,Radiant,Euphona Prime Blueprint,16.67,Uncommon
Neo L1 Relic (Radiant),Neo,L1,Radiant,Kronen Prime Blueprint,16.67,Uncommon
Neo M1 Relic,Neo,M1,Intact,Mirage Prime Blueprint,2.00,Rare
Neo M1 Relic,Neo,M1,Intact,Helios Prime Blueprint,11.00,Uncommon
Neo M1 Relic,Neo,M1,Intact,Euphona Prime Barrel,11.00,Uncommon
Neo M1 Relic,Neo,M1,Intact,Paris Prime String,25.33,Uncommon
Neo M1 Relic,Neo,M1,Intact,Akbolto Prime Blueprint,25.33,Uncommon
Neo M1 Relic,Neo,M1,Intact,Bronco Prime Blueprint,25.33,Uncommon
Neo M1 Relic (Exceptional),Neo,M1,Exceptional,Mirage Prime Blueprint,4.00,Rare
Neo M1 Relic (Exceptional),Neo,M1,Exceptional,Helios Prime Blueprint,13.00,Uncommon
Neo M1 Relic (Exceptional),Neo,M1,Exceptional,Euphona Prime Barrel,13.00,Uncommon
Neo M1 Relic (Exceptional),Neo,M1,Exceptional,Paris Prime String,23.33,Uncommon
Neo M1 Relic (Exceptional),Neo,M1,Exceptional,Akbolto Prime Blueprint,23.33,Uncommon
Neo M1 Relic (Exceptional),Neo,M1,Exceptional,Bronco Prime Blueprint,23.33,Uncommon
Neo M1 Relic (Flawless),Neo,M1,Flawless,Mirage Prime Blueprint,6.00,Rare
Neo M1 Relic (Flawless),Neo,M1,Flawless,Helios Prime Blueprint,17.00,Uncommon
Neo M1 Relic (Flawless),Neo,M1,Flawless,Euphona Prime Barrel,17.00,Uncommon
Neo M1 Relic (Flawless),Neo,M1,Flawless,Paris Prime String,20.00,Uncommon
Neo M1 Relic (Flawless),Neo,M1,Flawless,Akbolto Prime Blueprint,20.00,Uncommon
Neo M1 Relic (Flawless),Neo,M1,Flawless,Bronco Prime Blueprint,20.00,Uncommon
Neo M1 Relic (Radiant),Neo,M1,Radiant,Mirage Prime Blueprint,10.00,Uncommon
Neo M1 Relic (Radiant),Neo,M1,Radiant,Helios Prime Blueprint,20.00,Uncommon
Neo M1 Relic (Radiant),Neo,M1,Radiant,Euphona Prime Barrel,20.00,Uncommon
Neo M1 Relic (Radiant),Neo,M1,Radiant,Paris Prime String,16.67,Uncommon
Neo M1 Relic (Radiant),Neo,M1,Radiant,Akbolto Prime Blueprint,16.67,Uncommon
Neo M1 Relic (Radiant),Neo,M1,Radiant,Bronco Prime Blueprint,16.67,Uncommon
Neo N1 Relic,Neo,N1,Intact,Nyx Prime Chassis Blueprint,2.00,Rare
Neo N1 Relic,Neo,N1,Intact,Soma Prime Receiver,11.00,Uncommon
Neo N1 Relic,Neo,N1,Intact,Kavasa Prime Kubrow Collar Blueprint,11.00,Uncommon
Neo N1 Relic,Neo,N1,Intact,Hikou Prime Stars,25.33,Uncommon
Neo N1 Relic,Neo,N1,Intact,Vectis Prime Barrel,25.33,Uncommon
Neo N1 Relic,Neo,N1,Intact,Forma Blueprint,25.33,Uncommon
Neo N1 Relic (Exceptional),Neo,N1,Exceptional,Nyx Prime Chassis Blueprint,4.00,Rare
Neo N1 Relic (Exceptional),Neo,N1,Exceptional,Soma Prime Receiver,13.00,Uncommon
Neo N1 Relic (Exceptional),Neo,N1,Exceptional,Kavasa Prime Kubrow Collar Blueprint,13.00,Uncommon
Neo N1 Relic (Exceptional),Neo,N1,Exceptional,Hikou Prime Stars,23.33,Uncommon
Neo N1 Relic (Exceptional),Neo,N1,Exceptional,Vectis Prime Barrel,23.33,Uncommon
Neo N1 Relic (Exceptional),Neo,N1,Exceptional,Forma Blueprint,23.33,Uncommon
Neo N1 Relic (Flawless),Neo,N1,Flawless,Nyx Prime Chassis Blueprint,6.00,Rare
Neo N1 Relic (Flawless),Neo,N1,Flawless,Soma Prime Receiver,17.00,Uncommon
Neo N1 Relic (Flawless),Neo,N1,Flawless,Kavasa Prime Kubrow Collar Blueprint,17.00,Uncommon
Neo N1 Relic (Flawless),Neo,N1,Flawless,Hikou Prime Stars,20.00,Uncommon
Neo N1 Relic (Flawless),Neo,N1,Flawless,Vectis Prime Barrel,20.00,Uncommon
Neo N1 Relic (Flawless),Neo,N1,Flawless,Forma Blueprint,20.00,Uncommon
Neo N1 Relic (Radiant),Neo,N1,Radiant,Nyx Prime Chassis Blueprint,10.00,Uncommon
Neo N1 Relic (Radiant),Neo,N1,Radiant,Soma Prime Receiver,20.00,Uncommon
Neo N1 Relic (Radiant),Neo,N1,Radiant,Kavasa Prime Kubrow Collar Blueprint,20.00,Uncommon
Neo N1 Relic (Radiant),Neo,N1,Radiant,Hikou Prime Stars,16.67,Uncommon
Neo N1 Relic (Radiant),Neo,N1,Radiant,Vectis Prime Barrel,16.67,Uncommon
Neo N1 Relic (Radiant),Neo,N1,Radiant,Forma Blueprint,16.67,Uncommon
Neo N2 Relic,Neo,N2,Intact,Lex Prime Blueprint,25.33,Uncommon
Neo N2 Relic,Neo,N2,Intact,Vauban Prime Systems Blueprint,2.00,Rare
Neo N2 Relic,Neo,N2,Intact,Fang Prime Blueprint,25.33,Uncommon
Neo N2 Relic,Neo,N2,Intact,Forma Blueprint,11.00,Uncommon
Neo N2 Relic,Neo,N2,Intact,Vasto Prime Barrel,25.33,Uncommon
Neo N2 Relic,Neo,N2,Intact,Nova Prime Blueprint,11.00,Uncommon
Neo N2 Relic (Exceptional),Neo,N2,Exceptional,Lex Prime Blueprint,23.33,Uncommon
Neo N2 Relic (Exceptional),Neo,N2,Exceptional,Vauban Prime Systems Blueprint,4.00,Rare
Neo N2 Relic (Exceptional),Neo,N2,Exceptional,Fang Prime Blueprint,23.33,Uncommon
Neo N2 Relic (Exceptional),Neo,N2,Exceptional,Forma Blueprint,13.00,Uncommon
Neo N2 Relic (Exceptional),Neo,N2,Exceptional,Vasto Prime Barrel,23.33,Uncommon
Neo N2 Relic (Exceptional),Neo,N2,Exceptional,Nova Prime Blueprint,13.00,Uncommon
Neo N2 Relic (Flawless),Neo,N2,Flawless,Lex Prime Blueprint,20.00,Uncommon
Neo N2 Relic (Flawless),Neo,N2,Flawless,Vauban Prime Systems Blueprint,6.00,Rare
Neo N2 Relic (Flawless),Neo,N2,Flawless,Fang Prime Blueprint,20.00,Uncommon
Neo N2 Relic (Flawless),Neo,N2,Flawless,Forma Blueprint,17.00,Uncommon
Neo N2 Relic (Flawless),Neo,N2,Flawless,Vasto Prime Barrel,20.00,Uncommon
Neo N2 Relic (Flawless),Neo,N2,Flawless,Nova Prime Blueprint,17.00,Uncommon
Neo N2 Relic (Radiant),Neo,N2,Radiant,Lex Prime Blueprint,16.67,Uncommon
Neo N2 Relic (Radiant),Neo,N2,Radiant,Vauban Prime Systems Blueprint,10.00,Uncommon
Neo N2 Relic (Radiant),Neo,N2,Radiant,Fang Prime Blueprint,16.67,Uncommon
Neo N2 Relic (Radiant),Neo,N2,Radiant,Forma Blueprint,20.00,Uncommon
Neo N2 Relic (Radiant),Neo,N2,Radiant,Vasto Prime Barrel,16.67,Uncommon
Neo N2 Relic (Radiant),Neo,N2,Radiant,Nova Prime Blueprint,20.00,Uncommon
Neo N3 Relic,Neo,N3,Intact,Nekros Prime Systems Blueprint,2.00,Rare
Neo N3 Relic,Neo,N3,Intact,Fang Prime Handle,11.00,Uncommon
Neo N3 Relic,Neo,N3,Intact,Ash Prime Neuroptics Blueprint,11.00,Uncommon
Neo N3 Relic,Neo,N3,Intact,Lex Prime Barrel,25.33,Uncommon
Neo N3 Relic,Neo,N3,Intact,Odonata Prime Systems Blueprint,25.33,Uncommon
Neo N3 Relic,Neo,N3,Intact,Paris Prime String,25.33,Uncommon
Neo N3 Relic (Exceptional),Neo,N3,Exceptional,Nekros Prime Systems Blueprint,4.00,Rare
Neo N3 Relic (Exceptional),Neo,N3,Exceptional,Fang Prime Handle,13.00,Uncommon
Neo N3 Relic (Exceptional),Neo,N3,Exceptional,Ash Prime Neuroptics Blueprint,13.00,Uncommon
Neo N3 Relic (Exceptional),Neo,N3,Exceptional,Lex Prime Barrel,23.33,Uncommon
Neo N3 Relic (Exceptional),Neo,N3,Exceptional,Odonata Prime Systems Blueprint,23.33,Uncommon
Neo N3 Relic (Exceptional),Neo,N3,Exceptional,Paris Prime String,23.33,Uncommon
Neo N3 Relic (Flawless),Neo,N3,Flawless,Nekros Prime Systems Blueprint,6.00,Rare
Neo N3 Relic (Flawless),Neo,N3,Flawless,Fang Prime Handle,17.00,Uncommon
Neo N3 Relic (Flawless),Neo,N3,Flawless,Ash Prime Neuroptics Blueprint,17.00,Uncommon
Neo N3 Relic (Flawless),Neo,N3,Flawless,Lex Prime Barrel,20.00,Uncommon
Neo N3 Relic (Flawless),Neo,N3,Flawless,Odonata Prime Systems Blueprint,20.00,Uncommon
Neo N3 Relic (Flawless),Neo,N3,Flawless,Paris Prime String,20.00,Uncommon
Neo N3 Relic (Radiant),Neo,N3,Radiant,Nekros Prime Systems Blueprint,10.00,Uncommon
Neo N3 Relic (Radiant),Neo,N3,Radiant,Fang Prime Handle,20.00,Uncommon
Neo N3 Relic (Radiant),Neo,N3,Radiant,Ash Prime Neuroptics Blueprint,20.00,Uncommon
Neo N3 Relic (Radiant),Neo,N3,Radiant,Lex Prime Barrel,16.67,Uncommon
Neo N3 Relic (Radiant),Neo,N3,Radiant,Odonata Prime Systems Blueprint,16.67,Uncommon
Neo N3 Relic (Radiant),Neo,N3,Radiant,Paris Prime String,16.67,Uncommon
Neo N4 Relic,Neo,N4,Intact,Nikana Prime Blade,2.00,Rare
Neo N4 Relic,Neo,N4,Intact,Forma Blueprint,11.00,Uncommon
Neo N4 Relic,Neo,N4,Intact,Venka Prime Blueprint,11.00,Uncommon
Neo N4 Relic,Neo,N4,Intact,Paris Prime String,25.33,Uncommon
Neo N4 Relic,Neo,N4,Intact,Ash Prime Chassis Blueprint,25.33,Uncommon
Neo N4 Relic,Neo,N4,Intact,Braton Prime Stock,25.33,Uncommon
Neo N4 Relic (Exceptional),Neo,N4,Exceptional,Nikana Prime Blade,4.00,Rare
Neo N4 Relic (Exceptional),Neo,N4,Exceptional,Forma Blueprint,13.00,Uncommon
Neo N4 Relic (Exceptional),Neo,N4,Exceptional,Venka Prime Blueprint,13.00,Uncommon
Neo N4 Relic (Exceptional),Neo,N4,Exceptional,Paris Prime String,23.33,Uncommon
Neo N4 Relic (Exceptional),Neo,N4,Exceptional,Ash Prime Chassis Blueprint,23.33,Uncommon
Neo N4 Relic (Exceptional),Neo,N4,Exceptional,Braton Prime Stock,23.33,Uncommon
Neo N4 Relic (Flawless),Neo,N4,Flawless,Nikana Prime Blade,6.00,Rare
Neo N4 Relic (Flawless),Neo,N4,Flawless,Forma Blueprint,17.00,Uncommon
Neo N4 Relic (Flawless),Neo,N4,Flawless,Venka Prime Blueprint,17.00,Uncommon
Neo N4 Relic (Flawless),Neo,N4,Flawless,Paris Prime String,20.00,Uncommon
Neo N4 Relic (Flawless),Neo,N4,Flawless,Ash Prime Chassis Blueprint,20.00,Uncommon
Neo N4 Relic (Flawless),Neo,N4,Flawless,Braton Prime Stock,20.00,Uncommon
Neo N4 Relic (Radiant),Neo,N4,Radiant,Nikana Prime Blade,10.00,Uncommon
Neo N4 Relic (Radiant),Neo,N4,Radiant,Forma Blueprint,20.00,Uncommon
Neo N4 Relic (Radiant),Neo,N4,Radiant,Venka Prime Blueprint,20.00,Uncommon
Neo N4 Relic (Radiant),Neo,N4,Radiant,Paris Prime String,16.67,Uncommon
Neo N4 Relic (Radiant),Neo,N4,Radiant,Ash Prime Chassis Blueprint,16.67,Uncommon
Neo N4 Relic (Radiant),Neo,N4,Radiant,Braton Prime Stock,16.67,Uncommon
Neo N5 Relic,Neo,N5,Intact,Nikana Prime Blueprint,2.00,Rare
Neo N5 Relic,Neo,N5,Intact,Ash Prime Systems Blueprint,11.00,Uncommon
Neo N5 Relic,Neo,N5,Intact,Akstiletto Prime Link,11.00,Uncommon
Neo N5 Relic,Neo,N5,Intact,Saryn Prime Systems Blueprint,25.33,Uncommon
Neo N5 Relic,Neo,N5,Intact,Forma Blueprint,25.33,Uncommon
Neo N5 Relic,Neo,N5,Intact,Helios Prime Carapace,25.33,Uncommon
Neo N5 Relic (Exceptional),Neo,N5,Exceptional,Nikana Prime Blueprint,4.00,Rare
Neo N5 Relic (Exceptional),Neo,N5,Exceptional,Ash Prime Systems Blueprint,13.00,Uncommon
Neo N5 Relic (Exceptional),Neo,N5,Exceptional,Akstiletto Prime Link,13.00,Uncommon
Neo N5 Relic (Exceptional),Neo,N5,Exceptional,Saryn Prime Systems Blueprint,23.33,Uncommon
Neo N5 Relic (Exceptional),Neo,N5,Exceptional,Forma Blueprint,23.33,Uncommon
Neo N5 Relic (Exceptional),Neo,N5,Exceptional,Helios Prime Carapace,23.33,Uncommon
Neo N5 Relic (Flawless),Neo,N5,Flawless,Nikana Prime Blueprint,6.00,Rare
Neo N5 Relic (Flawless),Neo,N5,Flawless,Ash Prime Systems Blueprint,17.00,Uncommon
Neo N5 Relic (Flawless),Neo,N5,Flawless,Akstiletto Prime Link,17.00,Uncommon
Neo N5 Relic (Flawless),Neo,N5,Flawless,Saryn Prime Systems Blueprint,20.00,Uncommon
Neo N5 Relic (Flawless),Neo,N5,Flawless,Forma Blueprint,20.00,Uncommon
Neo N5 Relic (Flawless),Neo,N5,Flawless,Helios Prime Carapace,20.00,Uncommon
Neo N5 Relic (Radiant),Neo,N5,Radiant,Nikana Prime Blueprint,10.00,Uncommon
Neo N5 Relic (Radiant),Neo,N5,Radiant,Ash Prime Systems Blueprint,20.00,Uncommon
Neo N5 Relic (Radiant),Neo,N5,Radiant,Akstiletto Prime Link,20.00,Uncommon
Neo N5 Relic (Radiant),Neo,N5,Radiant,Saryn Prime Systems Blueprint,16.67,Uncommon
Neo N5 Relic (Radiant),Neo,N5,Radiant,Forma Blueprint,16.67,Uncommon
Neo N5 Relic (Radiant),Neo,N5,Radiant,Helios Prime Carapace,16.67,Uncommon
Neo N6 Relic,Neo,N6,Intact,Nikana Prime Hilt,2.00,Rare
Neo N6 Relic,Neo,N6,Intact,Sybaris Prime Receiver,11.00,Uncommon
Neo N6 Relic,Neo,N6,Intact,Trinity Prime Blueprint,11.00,Uncommon
Neo N6 Relic,Neo,N6,Intact,Bronco Prime Receiver,25.33,Uncommon
Neo N6 Relic,Neo,N6,Intact,Galatine Prime Blade,25.33,Uncommon
Neo N6 Relic,Neo,N6,Intact,Cernos Prime Upper Limb,25.33,Uncommon
Neo N6 Relic (Exceptional),Neo,N6,Exceptional,Nikana Prime Hilt,4.00,Rare
Neo N6 Relic (Exceptional),Neo,N6,Exceptional,Sybaris Prime Receiver,13.00,Uncommon
Neo N6 Relic (Exceptional),Neo,N6,Exceptional,Trinity Prime Blueprint,13.00,Uncommon
Neo N6 Relic (Exceptional),Neo,N6,Exceptional,Bronco Prime Receiver,23.33,Uncommon
Neo N6 Relic (Exceptional),Neo,N6,Exceptional,Galatine Prime Blade,23.33,Uncommon
Neo N6 Relic (Exceptional),Neo,N6,Exceptional,Cernos Prime Upper Limb,23.33,Uncommon
Neo N6 Relic (Flawless),Neo,N6,Flawless,Nikana Prime Hilt,6.00,Rare
Neo N6 Relic (Flawless),Neo,N6,Flawless,Sybaris Prime Receiver,17.00,Uncommon
Neo N6 Relic (Flawless),Neo,N6,Flawless,Trinity Prime Blueprint,17.00,Uncommon
Neo N6 Relic (Flawless),Neo,N6,Flawless,Bronco Prime Receiver,20.00,Uncommon
Neo N6 Relic (Flawless),Neo,N6,Flawless,Galatine Prime Blade,20.00,Uncommon
Neo N6 Relic (Flawless),Neo,N6,Flawless,Cernos Prime Upper Limb,20.00,Uncommon
Neo N6 Relic (Radiant),Neo,N6,Radiant,Nikana Prime Hilt,10.00,Uncommon
Neo N6 Relic (Radiant),Neo,N6,Radiant,Sybaris Prime Receiver,20.00,Uncommon
Neo N6 Relic (Radiant),Neo,N6,Radiant,Trinity Prime Blueprint,20.00,Uncommon
Neo N6 Relic (Radiant),Neo,N6,Radiant,Bronco Prime Receiver,16.67,Uncommon
Neo N6 Relic (Radiant),Neo,N6,Radiant,Galatine Prime Blade,16.67,Uncommon
Neo N6 Relic (Radiant),Neo,N6,Radiant,Cernos Prime Upper Limb,16.67,Uncommon
Neo N7 Relic,Neo,N7,Intact,Nekros Prime Systems Blueprint,2.00,Rare
Neo N7 Relic,Neo,N7,Intact,Banshee Prime Blueprint,11.00,Uncommon
Neo N7 Relic,Neo,N7,Intact,Valkyr Prime Neuroptics Blueprint,11.00,Uncommon
Neo N7 Relic,Neo,N7,Intact,Trinity Prime Neuroptics Blueprint,25.33,Uncommon
Neo N7 Relic,Neo,N7,Intact,Euphona Prime Blueprint,25.33,Uncommon
Neo N7 Relic,Neo,N7,Intact,Venka Prime Blades,25.33,Uncommon
Neo N7 Relic (Exceptional),Neo,N7,Exceptional,Nekros Prime Systems Blueprint,4.00,Rare
Neo N7 Relic (Exceptional),Neo,N7,Exceptional,Banshee Prime Blueprint,13.00,Uncommon
Neo N7 Relic (Exceptional),Neo,N7,Exceptional,Valkyr Prime Neuroptics Blueprint,13.00,Uncommon
Neo N7 Relic (Exceptional),Neo,N7,Exceptional,Trinity Prime Neuroptics Blueprint,23.33,Uncommon
Neo N7 Relic (Exceptional),Neo,N7,Exceptional,Euphona Prime Blueprint,23.33,Uncommon
Neo N7 Relic (Exceptional),Neo,N7,Exceptional,Venka Prime Blades,23.33,Uncommon
Neo N7 Relic (Flawless),Neo,N7,Flawless,Nekros Prime Systems Blueprint,6.00,Rare
